word/phrase,type,raw_frequency,count,topic,POS,syllables,readability_score,level,Shorthand Code,Grammatical Item,Sentence Type,CEFR-J Level,Core Inventory,EGP,GSELO,log_freq,frequency_score
los,word,8.001280204832773e-06,1,general,propn,1,10.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
angeles,word,8.001280204832773e-06,1,general,propn,3,0.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
call,word,0.0002720435269643143,34,"general,services","verb verb, noun,noun",1,10.0,A1,,,,,,,,-3.5653614436476215,5
qe,word,1.6002560409665546e-05,2,general,propn,1,10.0,UNKNOWN,,,,,,,,-4.795807810769671,2
beijing,word,8.001280204832773e-06,1,general,propn,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
ty,word,8.001280204832773e-06,1,general,noun,1,10.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
christchurch,word,8.001280204832773e-06,1,general,noun,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
delayed,word,3.200512081933109e-05,4,general,verb,2,3.66,UNKNOWN,,,,,,,,-4.494779172052438,2
er,word,7.201152184349496e-05,9,general,intj,1,10.0,UNKNOWN,,,,,,,,-4.142597407802213,3
seoul,word,1.6002560409665546e-05,2,general,propn,1,10.0,UNKNOWN,,,,,,,,-4.795807810769671,2
boarding,word,2.400384061449832e-05,3,travel,noun,2,3.66,UNKNOWN,,,,,,,,-4.619717456344684,2
moscow,word,2.400384061449832e-05,3,general,propn,2,3.66,UNKNOWN,,,,,,,,-4.619717456344684,2
kuala,word,8.001280204832773e-06,1,general,propn,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
lumpur,word,8.001280204832773e-06,1,general,noun,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
change,word,0.000248039686349816,31,general,"noun verb, noun",1,10.0,A1,,,,,,,,-3.6054786514064285,4
kpd,word,8.001280204832773e-06,1,general,propn,1,10.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
foods,word,3.200512081933109e-05,4,general,noun,1,10.0,UNKNOWN,,,,,,,,-4.494779172052438,2
bruno,word,8.001280204832773e-06,1,general,propn,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
silva,word,8.001280204832773e-06,1,general,propn,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
head,word,0.000352056329012642,44,"body,health and body care",noun,1,10.0,A1,,,,,,,,-3.4533877204858463,5
marketing,word,2.400384061449832e-05,3,general,noun,3,0.0,B1,,,,,,,,-4.619717456344684,2
address,word,0.00010401664266282605,13,"directions,personal identification,personal information",noun,2,3.66,A1,,,,,,,,-3.98289675050072,4
avenida,word,8.001280204832773e-06,1,general,propn,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
paulista,word,8.001280204832773e-06,1,general,propn,1,10.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
bela,word,8.001280204832773e-06,1,general,propn,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
vista,word,8.001280204832773e-06,1,general,propn,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
paulo,word,8.001280204832773e-06,1,general,propn,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
brazil,word,0.000176028164506321,22,general,propn,2,3.66,UNKNOWN,,,,,,,,-3.754417592790506,4
tel,word,3.200512081933109e-05,4,general,noun,1,10.0,UNKNOWN,,,,,,,,-4.494779172052438,2
email,word,0.00016802688430148823,21,technology,"noun noun, verb,verb",2,3.66,A1,,,,,,,,-3.7746209671302884,4
brunosilvakpdfoodscom,word,8.001280204832773e-06,1,general,noun,3,0.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
getty,word,8.001280204832773e-06,1,general,propn,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
telecommunications,word,8.001280204832773e-06,1,general,propn,7,0.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
ltd,word,2.400384061449832e-05,3,general,propn,3,0.0,UNKNOWN,,,,,,,,-4.619717456344684,2
olivia,word,8.001280204832773e-06,1,general,adj,4,0.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
hoskins,word,8.001280204832773e-06,1,general,noun,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
international,word,5.600896143382941e-05,7,general,adj adjective,5,0.0,A2,,,,,,,,-4.251741704916048,3
manager,word,0.00016802688430148823,21,"jobs,personal identification,work and jobs",noun,3,0.0,A2,,,,,,,,-3.7746209671302884,4
rockville,word,8.001280204832773e-06,1,general,propn,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
monroe,word,8.001280204832773e-06,1,general,propn,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
new,word,0.0014002240358457353,175,adjectives,adj adjective,1,10.0,A1,,,,,,,,-2.853802440629025,6
york,word,0.00013602176348215714,17,general,propn,1,10.0,UNKNOWN,,,,,,,,-3.8663912796701485,4
usa,word,7.201152184349496e-05,9,general,propn,3,0.0,UNKNOWN,,,,,,,,-4.142597407802213,3
oliviahoskinsgettytelcom,word,8.001280204832773e-06,1,general,noun,6,0.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
orion,word,8.001280204832773e-06,1,general,noun,3,0.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
education,word,2.400384061449832e-05,3,education,noun,4,0.0,A2,,,,,,,,-4.619717456344684,2
services,word,8.001280204832773e-06,1,general,noun,3,0.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
park,word,0.00012802048327732437,16,"city,house and home, environment,things in the town, shops and shopping","noun noun, verb",1,10.0,A1,,,,,,,,-3.89272019843732,4
jiyeon,word,8.001280204832773e-06,1,general,propn,1,10.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
director,word,5.600896143382941e-05,7,"general,personal identification,work and jobs",noun,3,0.0,A2,,,,,,,,-4.251741704916048,3
south,word,0.00011201792286765882,14,general,"adj noun, adjective, adverb,adjective",1,10.0,A1,,,,,,,,-3.9507120969524365,4
korea,word,8.001280204832773e-06,1,general,propn,3,0.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
jongnogu,word,8.001280204832773e-06,1,general,propn,1,10.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
sajikrogil,word,8.001280204832773e-06,1,general,propn,1,10.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
jiyeonparkorioneducationcom,word,8.001280204832773e-06,1,general,noun,9,0.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
travel,word,0.0002320371259401504,29,"free time, entertainment,general,hobbies and pastimes","verb verb, noun,noun",2,3.66,A1,,,,,,,,-3.634442335266528,4
rashid,word,8.001280204832773e-06,1,general,noun,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
khan,word,2.400384061449832e-05,3,general,propn,1,10.0,UNKNOWN,,,,,,,,-4.619717456344684,2
sales,word,8.001280204832773e-05,10,general,noun,1,10.0,UNKNOWN,,,,,,,,-4.096839977550485,3
representative,word,8.001280204832773e-06,1,general,"noun noun, adjective",5,0.0,B2,,,,,,,,-5.0968350925528725,1
hajar,word,8.001280204832773e-06,1,general,propn,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
road,word,0.0002080332853256521,26,"general,places,things in the town, shops and shopping",noun,1,10.0,A1,,,,,,,,-3.6818669635986048,4
dubai,word,8.001280204832773e-06,1,general,propn,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
uae,word,8.001280204832773e-06,1,general,propn,1,10.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
rashidkhantraveldubaicom,word,8.001280204832773e-06,1,general,noun,4,0.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
task,word,0.00018402944471115378,23,"general,work and jobs",noun,1,10.0,A2,,,,,,,,-3.735112448322016,4
attend,word,3.200512081933109e-05,4,general,verb,2,3.66,A2,,,,,,,,-4.494779172052438,2
v,word,5.600896143382941e-05,7,general,x,1,10.0,UNKNOWN,,,,,,,,-4.251741704916048,3
officially,word,8.001280204832773e-06,1,general,adv,4,0.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
go,word,0.0035445671307409187,443,transport,verb noun,1,10.0,A1,,,,,,,,-2.4504367818559216,7
place,word,0.0005280844935189631,66,"general,places",verb noun,1,10.0,A1,,,,,,,,-3.2772965025499463,5
like,word,0.0025284045447271563,316,general,"verb preposition,conjunction",1,10.0,A1,,,,,,,,-2.5971534205363644,7
school,word,0.001160185629700752,145,"education,things in the town, shops and shopping",noun,1,10.0,A1,,,,,,,,-2.935472480663227,6
university,word,0.00021603456553048487,27,education,propn noun,5,0.0,A1,,,,,,,,-3.6654765551423587,4
must,word,0.0009681549047847656,121,general,"aux modal verb,modal auxiliary",1,10.0,A1,MD.must.AFF,MODAL/AUX: must,B1.1,B1,A2-C2,A2,,-3.0140551051569875,6
per,word,0.0005200832133141302,65,general,adp preposition,1,10.0,A2,,,,,,,,-3.2839270801837355,5
cent,word,8.001280204832773e-06,1,general,noun,1,10.0,A1,,,,,,,,-5.0968350925528725,1
pass,word,4.0006401024163864e-05,5,general,verb noun,1,10.0,A2,,,,,,,,-4.39786943043424,3
course,word,0.0005280844935189631,66,"education,ways of traveling",noun,1,10.0,A1,,,,,,,,-3.2772965025499463,5
dormitory,word,8.001280204832773e-06,1,education,noun,4,0.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
plural,word,3.200512081933109e-05,4,general,noun,2,3.66,UNKNOWN,,,,,,,,-4.494779172052438,2
dormitories,word,8.001280204832773e-06,1,general,noun,4,0.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
n,word,0.0003200512081933109,40,general,propn,1,10.0,UNKNOWN,,,,,,,,-3.4947803933081376,5
many,word,0.0014162265962554008,177,function_words,"adj determiner, pronoun,determiner",2,3.66,A1,,,,,,,,-2.848867223303977,6
people,word,0.0029844775164026244,373,general,noun,2,3.66,A1,,,,,,,,-2.525131673970926,7
sleep,word,0.0004720755320851336,59,actions,noun verb,1,10.0,A1,,,,,,,,-3.325988416692434,5
us,word,0.0010801728276524244,135,function_words,pron pronoun,1,10.0,A1,,,,,,,,-2.9665067116303674,6
big,word,0.002024323891822692,253,adjectives,propn adjective,1,10.0,A1,,,,,,,,-2.693719977701768,7
building,word,0.000176028164506321,22,"general,house and home, environment,things in the town, shops and shopping",verb noun,2,3.66,A1,,,,,,,,-3.754417592790506,4
students,word,0.0002960473675788126,37,general,noun,2,3.66,UNKNOWN,,,,,,,,-3.528638649566786,5
live,word,0.000744119059049448,93,general,verb adjective,1,10.0,A1,,,,,,,,-3.1283575134138837,6
uk,word,4.800768122899664e-05,6,general,propn,2,3.66,UNKNOWN,,,,,,,,-4.318688365313283,3
hall,word,7.201152184349496e-05,9,"house and home, environment,rooms,things in the town, shops and shopping",noun,1,10.0,A2,,,,,,,,-4.142597407802213,3
residence,word,8.001280204832773e-06,1,"general,personal information",noun,3,0.0,C1,,,,,,,,-5.0968350925528725,1
i,word,0.028316530644903186,3539,general,pron pronoun,1,10.0,A1,,,,,,,,-1.547959956160161,9
know,word,0.0021443430948951832,268,general,verb,1,10.0,A1,INDQ.know.etc,INDIRECT QUESTION: DECIDE/EXPLAIN/KNOW/LEARN/SEE/UNDERSTAND/WONDER,,A2.1,,B1-B2,,-2.6687057060495696,7
john,word,0.00024003840614498319,30,general,propn,1,10.0,UNKNOWN,,,,,,,,-3.6197190846846836,4
he,word,0.015370459273483758,1921,pronouns,pron pronoun,1,10.0,A1,PP.he.she_is,he/she is,AFF. DEC.,A1.1,A1,A1,A1,-1.813313152644182,9
lives,word,0.00037606016962714035,47,general,verb,1,10.0,UNKNOWN,,,,,,,,-3.4247425469103163,5
my,word,0.008177308369339093,1022,pronouns,pron determiner,1,10.0,A1,,,,,,,,-2.0873896192217245,8
dorm,word,8.001280204832773e-06,1,general,noun,1,10.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
faculty,word,1.6002560409665546e-05,2,education,noun,3,0.0,C1,,,,,,,,-4.795807810769671,2
faculties,word,8.001280204832773e-06,1,general,noun,3,0.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
all,word,0.0023523763802208355,294,function_words,"pron determiner, pronoun,adverb",1,10.0,A1,,,,,,,,-2.6284931714572854,7
teachers,word,0.00019203072491598655,24,general,noun,2,3.66,UNKNOWN,,,,,,,,-3.716629052460991,4
who,word,0.0009601536245799327,120,function_words,pron pronoun,1,10.0,A1,PREL.who,NOMINATIVE RELATIVE PRONOUN: who,,A1.3,B2,A2-B2,B1,-3.0176592290519966,6
work,word,0.0021363418146903503,267,"actions,daily life,work and jobs","verb verb, noun,noun",1,10.0,A1,,,,,,,,-2.670329238637929,7
norman,word,8.001280204832773e-06,1,general,propn,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
was,word,0.006585053608577372,823,function_words,aux,1,10.0,UNKNOWN,,,,,,,,-2.181440678523965,8
twenty,word,0.00022403584573531764,28,numbers,num number,2,3.66,A1,,,,,,,,-3.6496822951387693,4
years,word,0.0009521523443751,119,general,noun,1,10.0,UNKNOWN,,,,,,,,-3.021293513326992,6
teaching,word,4.0006401024163864e-05,5,education,verb noun,2,3.66,A2,,,,,,,,-4.39786943043424,3
assistant,word,0.0003840614498319731,48,general,"noun noun, adjective,adjective",3,0.0,A2,,,,,,,,-3.4155991698763914,5
person,word,0.0006401024163866218,80,"general,personal identification",noun,2,3.66,A1,,,,,,,,-3.193750465491796,5
works,word,0.00037606016962714035,47,general,verb,1,10.0,UNKNOWN,,,,,,,,-3.4247425469103163,5
help,word,0.0012481997119539127,156,general,"verb verb, noun,noun",1,10.0,A1,,,,,,,,-2.90371588718326,6
classroom,word,3.200512081933109e-05,4,education,noun,2,3.66,A1,,,,,,,,-4.494779172052438,2
has,word,0.001872299567930869,234,function_words,aux,1,10.0,UNKNOWN,,,,,,,,-2.7276246397254678,7
exams,word,1.6002560409665546e-05,2,general,noun,2,3.66,UNKNOWN,,,,,,,,-4.795807810769671,2
end,word,0.00024003840614498319,30,general,"noun noun, verb",1,10.0,A1,,,,,,,,-3.6197190846846836,4
tuition,word,1.6002560409665546e-05,2,education,noun,3,0.0,C1,,,,,,,,-4.795807810769671,2
fee,word,8.001280204832773e-06,1,"general,travel,travel and services vocab",noun,1,10.0,B2,,,,,,,,-5.0968350925528725,1
an,word,0.0021363418146903503,267,function_words,det,1,10.0,UNKNOWN,,,,,,,,-2.670329238637929,7
amount,word,7.201152184349496e-05,9,general,noun,2,3.66,A2,,,,,,,,-4.142597407802213,3
money,word,0.0014322291566650665,179,shopping,noun,2,3.66,A1,,,,,,,,-2.843987459028523,6
that,word,0.004600736117778844,575,function_words,"pron determiner, pronoun, conjunction,adverb",1,10.0,A1,DT.is_this.that,Is this/that ...?,AFF. INT.,,A1,A2,A1,-2.3371726662020853,7
pay,word,0.00022403584573531764,28,"general,shopping",verb noun,1,10.0,A1,,,,,,,,-3.6496822951387693,4
fees,word,8.001280204832773e-06,1,general,noun,1,10.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
are,word,0.008177308369339093,1022,function_words,aux,1,10.0,UNKNOWN,,,,,,,,-2.0873896192217245,8
very,word,0.006297007521203392,787,function_words,"adv adverb,adjective",2,3.66,A1,,,,,,,,-2.200865781075486,8
high,word,0.00013602176348215714,17,general,adj adjective,1,10.0,A1,,,,,,,,-3.8663912796701485,4
this,word,0.00409665546487438,512,function_words,"det determiner, pronoun,determiner",1,10.0,A1,DT.this.that_is,This/That is,AFF. DEC.,A1.1,A1,A2,A1,-2.3875705487543626,7
year,word,0.0005840934549527925,73,general,noun,1,10.0,A1,,,,,,,,-3.233517585857345,5
undergraduate,word,8.001280204832773e-06,1,"education,general",noun,5,0.0,C1,,,,,,,,-5.0968350925528725,1
college,word,0.00021603456553048487,27,"education,things in the town, shops and shopping",noun,2,3.66,A1,,,,,,,,-3.6654765551423587,4
is,word,0.018875020003200512,2359,function_words,aux,1,10.0,UNKNOWN,,,,,,,,-1.7241125771448986,9
studying,word,0.00010401664266282605,13,general,verb,3,0.0,UNKNOWN,,,,,,,,-3.98289675050072,4
first,word,0.001336213794207073,167,function_words,"adv determiner, NA, adverb,adjective",1,10.0,A1,,,,,,,,-2.8741240166819364,6
degree,word,1.6002560409665546e-05,2,education,noun,2,3.66,A2,,,,,,,,-4.795807810769671,2
they,word,0.006873099695951352,859,pronouns,pron pronoun,1,10.0,A1,,,,,,,,-2.1628473501813903,8
met,word,0.00015202432389182268,19,general,verb,1,10.0,UNKNOWN,,,,,,,,-3.818086633704316,4
were,word,0.001976316210593695,247,function_words,aux,1,10.0,UNKNOWN,,,,,,,,-2.704143545096775,7
undergraduates,word,8.001280204832773e-06,1,general,verb,5,0.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
cambridge,word,1.6002560409665546e-05,2,general,noun,2,3.66,UNKNOWN,,,,,,,,-4.795807810769671,2
flat,word,0.00024003840614498319,30,general,"adj noun,adjective",1,10.0,A1,,,,,,,,-3.6197190846846836,4
beautiful,word,0.0009841574651944312,123,general,adj adjective,3,0.0,A1,,,,,,,,-3.0069353647634376,6
twobedroom,word,8.001280204832773e-06,1,general,noun,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
five,word,0.0007281164986397824,91,numbers,num number,1,10.0,A1,,,,,,,,-3.1377990683640093,6
walk,word,0.0006801088174107858,85,"free time, entertainment,transport","verb verb, noun,noun",1,10.0,A1,,,,,,,,-3.1674215307604845,6
from,word,0.003248519763162106,406,function_words,adp preposition,1,10.0,A1,,,,,,,,-2.4883144733851994,7
cathedral,word,8.001280204832773e-06,1,general,adj,3,0.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
fully,word,4.0006401024163864e-05,5,general,adv adverb,2,3.66,B2,,,,,,,,-4.39786943043424,3
equipped,word,8.001280204832773e-06,1,general,verb,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
living,word,0.00016002560409665546,20,general,"noun adjective, noun,adjective",2,3.66,B1,,,,,,,,-3.7958102532768714,4
large,word,0.0002320371259401504,29,general,adj adjective,1,10.0,A1,,,,,,,,-3.634442335266528,4
sofa,word,0.00015202432389182268,19,home,noun,2,3.66,UNKNOWN,,,,,,,,-3.818086633704316,4
chairs,word,0.00011201792286765882,14,general,noun,1,10.0,UNKNOWN,,,,,,,,-3.9507120969524365,4
tv,word,0.00021603456553048487,27,"general,house and home, environment,objects and rooms",noun,2,3.66,A1,,,,,,,,-3.6654765551423587,4
balcony,word,6.401024163866218e-05,8,rooms,noun,3,0.0,UNKNOWN,,,,,,,,-4.193749854863421,3
space,word,0.00016002560409665546,20,general,noun,1,10.0,A1,,,,,,,,-3.7958102532768714,4
sit,word,0.0004480716914706353,56,general,verb,1,10.0,A1,,,,,,,,-3.3486523963999777,5
gets,word,0.00030404864778364537,38,general,verb,1,10.0,UNKNOWN,,,,,,,,-3.5170567808774336,5
sun,word,0.0003920627300368059,49,weather,noun,1,10.0,A1,,,,,,,,-3.4066443295312077,5
mornings,word,7.201152184349496e-05,9,general,noun,2,3.66,UNKNOWN,,,,,,,,-4.142597407802213,3
light,word,0.0002880460873739798,36,general,"noun noun, NA,adjective",1,10.0,A1,,,,,,,,-3.540537868791561,5
warm,word,0.0002880460873739798,36,weather,adj adjective,1,10.0,A1,,,,,,,,-3.540537868791561,5
it,word,0.00960953752600416,1201,pronouns,"pron pronoun,noun",1,10.0,A1,,,,,,,,-2.0172975084090727,8
wifi,word,4.800768122899664e-05,6,general,noun,2,3.66,UNKNOWN,,,,,,,,-4.318688365313283,3
fast,word,0.0002720435269643143,34,adjectives,"adj adjective, adverb,adjective",1,10.0,A1,,,,,,,,-3.5653614436476215,5
internet,word,8.001280204832773e-05,10,technology,noun,3,0.0,A1,,,,,,,,-4.096839977550485,3
upstairs,word,0.00016002560409665546,20,general,"adv adverb,adjective",2,3.66,A1,,,,,,,,-3.7958102532768714,4
bedroom,word,0.00024003840614498319,30,"house and home, environment,objects and rooms,rooms",noun,2,3.66,A1,,,,,,,,-3.6197190846846836,4
sleeps,word,0.00012802048327732437,16,general,verb,1,10.0,UNKNOWN,,,,,,,,-3.89272019843732,4
two,word,0.002408385341654665,301,numbers,num number,1,10.0,A1,,,,,,,,-2.618274006704947,7
double,word,3.200512081933109e-05,4,general,"adj adjective, determiner, pronoun, verb,adjective",2,3.66,A2,,,,,,,,-4.494779172052438,2
beds,word,0.00012001920307249159,15,general,noun,1,10.0,UNKNOWN,,,,,,,,-3.920748899421697,4
downstairs,word,0.00016802688430148823,21,general,"adv adverb,adjective",2,3.66,A1,,,,,,,,-3.7746209671302884,4
single,word,2.400384061449832e-05,3,music,"adj adjective, noun,adjective",2,3.66,A2,,,,,,,,-4.619717456344684,2
perfect,word,9.601536245799327e-05,12,general,adj adjective,2,3.66,A1,,,,,,,,-4.017658821966298,4
families,word,5.600896143382941e-05,7,general,noun,3,0.0,UNKNOWN,,,,,,,,-4.251741704916048,3
near,word,0.000704112658025284,88,directions,"adp preposition, adjective, adverb,adjective",1,10.0,A1,,,,,,,,-3.1523577865015384,6
shops,word,0.0002080332853256521,26,general,noun,1,10.0,UNKNOWN,,,,,,,,-3.6818669635986048,4
bars,word,8.001280204832773e-06,1,general,noun,1,10.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
restaurants,word,6.401024163866218e-05,8,general,noun,3,0.0,UNKNOWN,,,,,,,,-4.193749854863421,3
farmhouse,word,1.6002560409665546e-05,2,general,noun,2,3.66,UNKNOWN,,,,,,,,-4.795807810769671,2
fourbedroom,word,8.001280204832773e-06,1,general,noun,2,3.66,UNKNOWN,,,,,,,,-5.0968350925528725,1
countryside,word,1.6002560409665546e-05,2,"general,holidays,nationalities and countries,places",noun,3,0.0,B1,,,,,,,,-4.795807810769671,2
bedrooms,word,7.201152184349496e-05,9,general,noun,2,3.66,UNKNOWN,,,,,,,,-4.142597407802213,3
en,word,8.001280204832773e-06,1,general,adp,1,10.0,UNKNOWN,,,,,,,,-5.0968350925528725,1
suite,word,8.001280204832773e-06,1,general,noun,1,10.0,C1,,,,,,,,-5.0968350925528725,1
luxury,word,1.6002560409665546e-05,2,general,noun adjective,3,0.0,B1,,,,,,,,-4.795807810769671,2
shower,word,8.001280204832773e-05,10,"general,house and home, environment,objects and rooms",noun,2,3.66,A1,,,,,,,,-4.096839977550485,3
bath,word,6.401024163866218e-05,8,"general,house and home, environment,objects and rooms",noun,1,10.0,A1,,,,,,,,-4.193749854863421,3
farm,word,9.601536245799327e-05,12,"general,house and home, environment,things in the town, shops and shopping",noun,1,10.0,A1,,,,,,,,-4.017658821966298,4
